invoice_id,invoice_amount,priority_tier,payment_blocked,escalation_required,escalation_decision_reason,normalized_priority_score,raw_priority_score,sla_hours,auto_resolved,auto_close_flag,communication_required,communication_draft,root_cause_categories,resolution_owners,exceptions_summary,skipped_exceptions_trace,decision_trace
TC-012,120000.0,HIGH,True,True,,100.0,600.0,4,False,False,False,"This note requests your review and decision on a high-priority invoice exception for Eta Consulting (Invoice ID: TC-012). The invoice is for an ambiguous amount of 120,000 and has been outstanding for 47 days.

Processing is stalled due to two critical data omissions. The invoice is missing a currency code, which is a required field, and was also submitted without a PO number, preventing standard validation.

Due to the significant value ($120,000) and prolonged aging, this exception requires senior oversight to mitigate financial risk and potential damage to vendor relations. Standard AP follow-up has failed to resolve the issue.

We recommend contacting the vendor to request a corrected invoice that includes both the currency and the applicable PO number. We seek your authorization to proceed with this action or provide alternative direction.

To resolve this aged item promptly, please provide a decision within two business days.",Vendor Submission | Procurement,AP Manager | Procurement,Missing Required Data (1.00); PO Not Found (1.00),[],Evaluated Missing Required Data with confidence 1.00. | Critical Priority applied: Missing Required Data on High Value Invoice (>10k). SLA reduced to 4h. | Evaluated PO Not Found with confidence 1.00. | Calculated Priority Score: 100.0 from 2 evaluated exceptions (Raw: 600.0). | Payment blocked by Missing Required Data. | Escalation required by Missing Required Data. | Payment blocked by PO Not Found. | Escalation required by PO Not Found. | Age Weight Applied: 30 points (invoice age = 47 days). | Assigned Priority Tier: HIGH
TC-018,15000.0,HIGH,True,True,,85.71,180.0,48,False,False,False,"A quick follow-up on invoice TC-018 from Omega Contractors for $15,000.

This payment is currently on hold. The invoice was submitted without a Purchase Order number, which prevents us from validating the details and processing payment. It is now 41 days outstanding.

To release the payment, please urgently raise a PO for this expense. As per our policy, the PO must be raised within the next 3 business days to avoid further delays with the vendor.

Please let me know the new PO number once it is generated. Thanks for your prompt attention to this matter.",Procurement,Procurement,PO Not Found (1.00),[],Evaluated PO Not Found with confidence 1.00. | Calculated Priority Score: 85.71 from 1 evaluated exceptions (Raw: 180.0). | Payment blocked by PO Not Found. | Escalation required by PO Not Found. | Age Weight Applied: 30 points (invoice age = 41 days). | Assigned Priority Tier: HIGH
TC-004,5000.0,MEDIUM,True,True,,73.81,155.0,24,False,False,False,"Please be advised that invoice TC-004 from BetaTech Corp for $5,000.0 has been placed on payment hold.

Our system has flagged this as a potential duplicate, meaning we may have already received and processed an identical invoice. Payment is blocked pending review.

AP will investigate to confirm if a prior payment exists. If a duplicate is confirmed, this invoice will be voided. If not, the hold will be released for payment.

The AP Manager has been notified of this action.",Accounts Payable,AP Manager,Exact Duplicate Invoice (1.00),[],Evaluated Exact Duplicate Invoice with confidence 1.00. | Calculated Priority Score: 73.81 from 1 evaluated exceptions (Raw: 155.0). | Payment blocked by Exact Duplicate Invoice. | Escalation required by Exact Duplicate Invoice. | Exact Duplicate Invoice has stop_further_checks=true. Remaining validations skip routing. | Age Weight Applied: 30 points (invoice age = 56 days). | Assigned Priority Tier: MEDIUM
TC-005,5000.0,MEDIUM,True,True,,73.81,155.0,24,False,False,False,"Please be advised that invoice TC-005 from BetaTech Corp for $5,000.00 has been placed on payment hold. Our system flagged an exact duplicate of this invoice during processing.

A duplicate means we may have received the same bill twice. To prevent overpayment, payment is blocked pending investigation. We will now contact the vendor to validate both documents and confirm which, if any, is correct for processing.

The AP Manager has been informed of this action.",Accounts Payable,AP Manager,Exact Duplicate Invoice (1.00),[],Evaluated Exact Duplicate Invoice with confidence 1.00. | Calculated Priority Score: 73.81 from 1 evaluated exceptions (Raw: 155.0). | Payment blocked by Exact Duplicate Invoice. | Escalation required by Exact Duplicate Invoice. | Exact Duplicate Invoice has stop_further_checks=true. Remaining validations skip routing. | Age Weight Applied: 30 points (invoice age = 56 days). | Assigned Priority Tier: MEDIUM
TC-006,5000.0,MEDIUM,True,True,,73.81,155.0,24,False,False,False,"Invoice TC-006 from BetaTech Corp for $5,000.00 has been placed on hold.

Our system flagged this as an exact duplicate of another invoice currently in process. A duplicate means we may have already received or paid for this exact charge.

Payment for TC-006 is blocked pending investigation. We will now verify against our payment history to confirm if it is a true duplicate. If confirmed, this entry will be voided.

The AP Manager has been notified of this action. No further steps are required at this time.",Accounts Payable,AP Manager,Exact Duplicate Invoice (1.00),[],Evaluated Exact Duplicate Invoice with confidence 1.00. | Calculated Priority Score: 73.81 from 1 evaluated exceptions (Raw: 155.0). | Payment blocked by Exact Duplicate Invoice. | Escalation required by Exact Duplicate Invoice. | Exact Duplicate Invoice has stop_further_checks=true. Remaining validations skip routing. | Age Weight Applied: 30 points (invoice age = 56 days). | Assigned Priority Tier: MEDIUM
TC-010,4500.0,MEDIUM,True,True,,73.81,155.0,48,False,False,False,"Hi there,

This is an urgent request regarding an overdue invoice for Epsilon Parts (Invoice ID: TC-010 for $4500.0).

The payment is currently on hold as the invoice is 49 days outstanding. The reason for the hold is that the Purchase Order number provided is not valid in our system.

To resolve this and release the payment, please raise a new Purchase Order for this expense. We need the PO to be raised within the next 3 business days to meet our internal SLA and prevent further vendor payment delays.

Please be aware that payment cannot be processed until we have a valid PO.

Thanks for your prompt action on this.",Procurement,Procurement,PO Not Found (1.00),[],Evaluated PO Not Found with confidence 1.00. | Calculated Priority Score: 73.81 from 1 evaluated exceptions (Raw: 155.0). | Payment blocked by PO Not Found. | Escalation required by PO Not Found. | Age Weight Applied: 30 points (invoice age = 49 days). | Assigned Priority Tier: MEDIUM
TC-013,17500.0,MEDIUM,True,True,,71.43,150.0,48,False,False,False,"Invoice TC-013 from Theta Wholesale for $17,500.00 has been placed on payment hold. Our ERP system flagged this as a potential duplicate, which means we may have already processed and paid for this charge.

Payment is blocked pending a full investigation. The AP team will verify our payment history and contact the vendor to confirm the invoice's validity.

The AP Manager has been notified of this action. No payment will be issued until the matter is resolved.",Accounts Payable,AP Team,Potential Duplicate Invoice (0.85),[],Evaluated Potential Duplicate Invoice with confidence 0.85. | Evaluated Potential Duplicate Invoice with confidence 0.85. | Calculated Priority Score: 71.43 from 2 evaluated exceptions (Raw: 150.0). | Payment blocked by Potential Duplicate Invoice. | Escalation required by Potential Duplicate Invoice. | Payment blocked by Potential Duplicate Invoice. | Escalation required by Potential Duplicate Invoice. | Age Weight Applied: 30 points (invoice age = 46 days). | Assigned Priority Tier: MEDIUM
TC-014,88000.0,MEDIUM,True,True,,71.43,150.0,48,False,False,False,"Hi Procurement Team,

We require your urgent assistance regarding an invoice that is currently blocked for payment.

**Invoice ID:** TC-014
**Vendor:** Phantom Invoicing LLC
**Amount:** $88,000.0
**Days Outstanding:** 45

We cannot process this invoice for two reasons. Firstly, ""Phantom Invoicing LLC"" is not an approved supplier in our vendor master list, and the name does not match the vendor on the associated purchase order. Secondly, the invoiced amount is significantly higher than the approved PO value.

These discrepancies prevent payment. Please investigate and confirm if this is a legitimate supplier requiring onboarding, or if there has been an error in the PO or vendor details provided. The invoice will remain on hold until this matter is resolved.

Your prompt action is appreciated to avoid further payment delays.",Vendor Master Data | Accounts Payable,Vendor Master Team | AP Manager,Vendor Mismatch (1.00); Amount Exceeds Tolerance (1.00),[],Evaluated Vendor Mismatch with confidence 1.00. | Evaluated Amount Exceeds Tolerance with confidence 1.00. | Calculated Priority Score: 71.43 from 2 evaluated exceptions (Raw: 150.0). | Payment blocked by Vendor Mismatch. | Escalation required by Vendor Mismatch. | Payment blocked by Amount Exceeds Tolerance. | Escalation required by Amount Exceeds Tolerance. | Age Weight Applied: 30 points (invoice age = 45 days). | Assigned Priority Tier: MEDIUM
TC-002,10500.0,MEDIUM,True,True,,61.9,130.0,48,False,False,False,"Dear Acme Supplies Ltd,

We are writing in reference to invoice TC-002 for the amount of $10,500.00.

Our records show that the invoiced amount is $500.00 greater than the amount authorized on the associated purchase order. As this exceeds our payment tolerance, the invoice has been placed on hold.

To resolve this discrepancy, could you please provide either a revised invoice for the correct amount or a credit note for $500.00?

We kindly request a response and the necessary documentation within five (5) business days to proceed with payment processing.

Thank you for your prompt attention to this matter.

Best regards,

Accounts Payable Team",Accounts Payable,AP Manager,Amount Exceeds Tolerance (1.00),[],Evaluated Amount Exceeds Tolerance with confidence 1.00. | Calculated Priority Score: 61.9 from 1 evaluated exceptions (Raw: 130.0). | Payment blocked by Amount Exceeds Tolerance. | Escalation required by Amount Exceeds Tolerance. | Age Weight Applied: 30 points (invoice age = 60 days). | Assigned Priority Tier: MEDIUM
TC-003,11500.0,MEDIUM,True,True,,61.9,130.0,48,False,False,False,"Dear Acme Supplies Ltd,

We are writing regarding your invoice TC-003 for the amount of $11,500.00.

Our records show the invoiced amount is higher than the total value approved on our corresponding purchase order. This discrepancy exceeds our payment tolerance and has placed a hold on processing this invoice.

Could you please investigate this variance? To resolve this matter and facilitate payment, please provide either a corrected invoice that matches the purchase order or a credit note for the difference.

We kindly request a response with the required documentation within 5 business days to avoid further delays.

Thank you for your prompt attention to this matter.

Best regards,

Accounts Payable Team",Accounts Payable,AP Manager,Amount Exceeds Tolerance (1.00),[],Evaluated Amount Exceeds Tolerance with confidence 1.00. | Calculated Priority Score: 61.9 from 1 evaluated exceptions (Raw: 130.0). | Payment blocked by Amount Exceeds Tolerance. | Escalation required by Amount Exceeds Tolerance. | Age Weight Applied: 30 points (invoice age = 60 days). | Assigned Priority Tier: MEDIUM
