invoice_id,invoice_amount,priority_tier,payment_blocked,escalation_required,escalation_decision_reason,normalized_priority_score,raw_priority_score,sla_hours,auto_resolved,auto_close_flag,communication_required,communication_draft,root_cause_categories,resolution_owners,exceptions_summary,skipped_exceptions_trace,decision_trace
FINAL-009,500000.0,HIGH,True,True,,100.0,585.0,4,False,False,False,Drafted communication for FINAL-009 regarding escalations.,Vendor Submission | Procurement,AP Manager | Procurement,Missing Required Data (1.00); PO Not Found (1.00),[],Evaluated Missing Required Data with confidence 1.00. | Critical Priority applied: Missing Required Data on High Value Invoice (>10k). SLA reduced to 4h. | Evaluated PO Not Found with confidence 1.00. | Calculated Priority Score: 100.0 from 2 evaluated exceptions (Raw: 585.0). | Payment blocked by Missing Required Data. | Escalation required by Missing Required Data. | Payment blocked by PO Not Found. | Escalation required by PO Not Found. | Age Weight Applied: 15 points (invoice age = 30 days). | Assigned Priority Tier: HIGH
upload_d90bb037,250000.0,HIGH,True,True,,95.24,200.0,24,False,False,False,Drafted communication for upload_d90bb037 regarding escalations.,Accounts Payable,AP Manager,Exact Duplicate Invoice (1.00),"[{""skipped_rule"": ""PO Not Found"", ""reason"": ""Routing blocked by stop_further_checks (Exact Duplicate Invoice)"", ""confidence_if_evaluated"": 1.0}]",Evaluated Exact Duplicate Invoice with confidence 1.00. | Evaluated PO Not Found with confidence 1.00. | Calculated Priority Score: 95.24 from 2 evaluated exceptions (Raw: 200.0). | Payment blocked by Exact Duplicate Invoice. | Escalation required by Exact Duplicate Invoice. | Exact Duplicate Invoice has stop_further_checks=true. Remaining validations skip routing. | Skipped routing for 'PO Not Found' — stop_further_checks active from (Exact Duplicate Invoice). | Age Weight Applied: 30 points (invoice age = 44 days). | Assigned Priority Tier: HIGH
upload_af60e130,250000.0,HIGH,True,True,,95.24,200.0,24,False,False,False,Drafted communication for upload_af60e130 regarding escalations.,Accounts Payable,AP Manager,Exact Duplicate Invoice (1.00),"[{""skipped_rule"": ""PO Not Found"", ""reason"": ""Routing blocked by stop_further_checks (Exact Duplicate Invoice)"", ""confidence_if_evaluated"": 1.0}]",Evaluated Exact Duplicate Invoice with confidence 1.00. | Evaluated PO Not Found with confidence 1.00. | Calculated Priority Score: 95.24 from 2 evaluated exceptions (Raw: 200.0). | Payment blocked by Exact Duplicate Invoice. | Escalation required by Exact Duplicate Invoice. | Exact Duplicate Invoice has stop_further_checks=true. Remaining validations skip routing. | Skipped routing for 'PO Not Found' — stop_further_checks active from (Exact Duplicate Invoice). | Age Weight Applied: 30 points (invoice age = 44 days). | Assigned Priority Tier: HIGH
upload_308f821d,10500.0,HIGH,True,True,,85.71,180.0,48,False,False,False,Drafted communication for upload_308f821d regarding escalations.,Procurement,Procurement,PO Not Found (1.00),[],Evaluated PO Not Found with confidence 1.00. | Calculated Priority Score: 85.71 from 1 evaluated exceptions (Raw: 180.0). | Payment blocked by PO Not Found. | Escalation required by PO Not Found. | Age Weight Applied: 30 points (invoice age = 44 days). | Assigned Priority Tier: HIGH
FINAL-001,10000.0,MEDIUM,True,True,,73.81,155.0,24,False,False,False,Drafted communication for FINAL-001 regarding escalations.,Accounts Payable,AP Manager,Exact Duplicate Invoice (1.00),[],Evaluated Exact Duplicate Invoice with confidence 1.00. | Calculated Priority Score: 73.81 from 1 evaluated exceptions (Raw: 155.0). | Payment blocked by Exact Duplicate Invoice. | Escalation required by Exact Duplicate Invoice. | Exact Duplicate Invoice has stop_further_checks=true. Remaining validations skip routing. | Age Weight Applied: 30 points (invoice age = 44 days). | Assigned Priority Tier: MEDIUM
FINAL-002,10000.0,MEDIUM,True,True,,73.81,155.0,24,False,False,False,Drafted communication for FINAL-002 regarding escalations.,Accounts Payable,AP Manager,Exact Duplicate Invoice (1.00),[],Evaluated Exact Duplicate Invoice with confidence 1.00. | Calculated Priority Score: 73.81 from 1 evaluated exceptions (Raw: 155.0). | Payment blocked by Exact Duplicate Invoice. | Escalation required by Exact Duplicate Invoice. | Exact Duplicate Invoice has stop_further_checks=true. Remaining validations skip routing. | Age Weight Applied: 30 points (invoice age = 44 days). | Assigned Priority Tier: MEDIUM
FINAL-007,6600.0,MEDIUM,True,True,,73.81,155.0,48,False,False,False,Drafted communication for FINAL-007 regarding escalations.,Procurement,Procurement,PO Not Found (1.00),[],Evaluated PO Not Found with confidence 1.00. | Calculated Priority Score: 73.81 from 1 evaluated exceptions (Raw: 155.0). | Payment blocked by PO Not Found. | Escalation required by PO Not Found. | Age Weight Applied: 30 points (invoice age = 33 days). | Assigned Priority Tier: MEDIUM
FINAL-004,10500.0,MEDIUM,True,True,,71.43,150.0,48,False,False,False,Drafted communication for FINAL-004 regarding escalations.,Accounts Payable | Unknown,AP Manager | AP Team,Amount Exceeds Tolerance (1.00); Other (1.00),[],Evaluated Amount Exceeds Tolerance with confidence 1.00. | Evaluated Other with confidence 1.00. | Calculated Priority Score: 71.43 from 2 evaluated exceptions (Raw: 150.0). | Payment blocked by Amount Exceeds Tolerance. | Escalation required by Amount Exceeds Tolerance. | Payment blocked by Other. | Escalation required by Other. | Age Weight Applied: 30 points (invoice age = 44 days). | Assigned Priority Tier: MEDIUM
FINAL-005,250000.0,MEDIUM,True,True,,71.43,150.0,48,False,False,False,Drafted communication for FINAL-005 regarding escalations.,Vendor Master Data | Accounts Payable,Vendor Master Team | AP Manager,Vendor Mismatch (1.00); Amount Exceeds Tolerance (1.00),[],Evaluated Vendor Mismatch with confidence 1.00. | Evaluated Amount Exceeds Tolerance with confidence 1.00. | Calculated Priority Score: 71.43 from 2 evaluated exceptions (Raw: 150.0). | Payment blocked by Vendor Mismatch. | Escalation required by Vendor Mismatch. | Payment blocked by Amount Exceeds Tolerance. | Escalation required by Amount Exceeds Tolerance. | Age Weight Applied: 30 points (invoice age = 44 days). | Assigned Priority Tier: MEDIUM
FINAL-003,10000.0,MEDIUM,True,True,,59.52,125.0,48,False,False,False,Drafted communication for FINAL-003 regarding escalations.,Accounts Payable,AP Team,Potential Duplicate Invoice (0.85),[],Evaluated Potential Duplicate Invoice with confidence 0.85. | Evaluated Potential Duplicate Invoice with confidence 0.85. | Calculated Priority Score: 59.52 from 2 evaluated exceptions (Raw: 125.0). | Payment blocked by Potential Duplicate Invoice. | Escalation required by Potential Duplicate Invoice. | Payment blocked by Potential Duplicate Invoice. | Escalation required by Potential Duplicate Invoice. | Age Weight Applied: 30 points (invoice age = 43 days). | Assigned Priority Tier: MEDIUM
FINAL-006,7800.0,MEDIUM,True,True,,59.52,125.0,48,False,False,False,Drafted communication for FINAL-006 regarding escalations.,Finance Controls | Receiving,Finance Controls | Receiving Team,Currency Mismatch (1.00); GRN Not Received (1.00),[],Evaluated Currency Mismatch with confidence 1.00. | Evaluated GRN Not Received with confidence 1.00. | Calculated Priority Score: 59.52 from 2 evaluated exceptions (Raw: 125.0). | Payment blocked by Currency Mismatch. | Escalation required by Currency Mismatch. | Payment blocked by GRN Not Received. | Escalation required by GRN Not Received. | Age Weight Applied: 30 points (invoice age = 35 days). | Assigned Priority Tier: MEDIUM
